clip_path,label,wpm,source,snr_db
data\augmented\20wpm\260203_20WPM_007_aug00.wav,"CROWAVE,",20wpm,260203_20WPM.mp3,1.4
data\augmented\20wpm\260203_20WPM_007_aug01.wav,"CROWAVE,",20wpm,260203_20WPM.mp3,18.2
data\augmented\20wpm\260203_20WPM_008_aug00.wav,LENT ME,20wpm,260203_20WPM.mp3,13.4
data\augmented\20wpm\260203_20WPM_008_aug01.wav,LENT ME,20wpm,260203_20WPM.mp3,4.2
data\augmented\20wpm\260203_20WPM_009_aug00.wav,A TEST,20wpm,260203_20WPM.mp3,5.5
data\augmented\20wpm\260203_20WPM_009_aug01.wav,A TEST,20wpm,260203_20WPM.mp3,16.5
data\augmented\20wpm\260203_20WPM_010_aug00.wav,10 GIGAH,20wpm,260203_20WPM.mp3,0.5
data\augmented\20wpm\260203_20WPM_010_aug01.wav,10 GIGAH,20wpm,260203_20WPM.mp3,14.2
data\augmented\20wpm\260203_20WPM_011_aug00.wav,ERTZ TRA,20wpm,260203_20WPM.mp3,-1.2
data\augmented\20wpm\260203_20WPM_011_aug01.wav,ERTZ TRA,20wpm,260203_20WPM.mp3,19.7
data\augmented\20wpm\260203_20WPM_012_aug00.wav,NSVERTE,20wpm,260203_20WPM.mp3,4.5
data\augmented\20wpm\260203_20WPM_012_aug01.wav,NSVERTE,20wpm,260203_20WPM.mp3,15.6
data\augmented\20wpm\260203_20WPM_013_aug00.wav,R WITH T,20wpm,260203_20WPM.mp3,0.5
data\augmented\20wpm\260203_20WPM_013_aug01.wav,R WITH T,20wpm,260203_20WPM.mp3,7.5
data\augmented\20wpm\260203_20WPM_014_aug00.wav,WO SWITC,20wpm,260203_20WPM.mp3,-0.0
data\augmented\20wpm\260203_20WPM_014_aug01.wav,WO SWITC,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_015_aug00.wav,HABLE LO,20wpm,260203_20WPM.mp3,5.8
data\augmented\20wpm\260203_20WPM_015_aug01.wav,HABLE LO,20wpm,260203_20WPM.mp3,-2.6
data\augmented\20wpm\260203_20WPM_016_aug00.wav,"S, ONE W",20wpm,260203_20WPM.mp3,9.1
data\augmented\20wpm\260203_20WPM_016_aug01.wav,"S, ONE W",20wpm,260203_20WPM.mp3,-1.9
data\augmented\20wpm\260203_20WPM_017_aug00.wav,ITH A TR,20wpm,260203_20WPM.mp3,6.4
data\augmented\20wpm\260203_20WPM_017_aug01.wav,ITH A TR,20wpm,260203_20WPM.mp3,8.4
data\augmented\20wpm\260203_20WPM_018_aug00.wav,ADITIONA,20wpm,260203_20WPM.mp3,7.8
data\augmented\20wpm\260203_20WPM_018_aug01.wav,ADITIONA,20wpm,260203_20WPM.mp3,2.9
data\augmented\20wpm\260203_20WPM_019_aug00.wav,L CRYSTA,20wpm,260203_20WPM.mp3,13.5
data\augmented\20wpm\260203_20WPM_019_aug01.wav,L CRYSTA,20wpm,260203_20WPM.mp3,0.6
data\augmented\20wpm\260203_20WPM_020_aug00.wav,L OSCIL,20wpm,260203_20WPM.mp3,13.9
data\augmented\20wpm\260203_20WPM_020_aug01.wav,L OSCIL,20wpm,260203_20WPM.mp3,0.6
data\augmented\20wpm\260203_20WPM_021_aug00.wav,LATOR AN,20wpm,260203_20WPM.mp3,8.4
data\augmented\20wpm\260203_20WPM_021_aug01.wav,LATOR AN,20wpm,260203_20WPM.mp3,19.0
data\augmented\20wpm\260203_20WPM_022_aug00.wav,D THE OT,20wpm,260203_20WPM.mp3,9.0
data\augmented\20wpm\260203_20WPM_022_aug01.wav,D THE OT,20wpm,260203_20WPM.mp3,8.4
data\augmented\20wpm\260203_20WPM_023_aug00.wav,HER USIN,20wpm,260203_20WPM.mp3,2.9
data\augmented\20wpm\260203_20WPM_023_aug01.wav,HER USIN,20wpm,260203_20WPM.mp3,0.8
data\augmented\20wpm\260203_20WPM_024_aug00.wav,G A SYNT,20wpm,260203_20WPM.mp3,13.5
data\augmented\20wpm\260203_20WPM_024_aug01.wav,G A SYNT,20wpm,260203_20WPM.mp3,4.7
data\augmented\20wpm\260203_20WPM_025_aug00.wav,HESIZER.,20wpm,260203_20WPM.mp3,16.2
data\augmented\20wpm\260203_20WPM_025_aug01.wav,HESIZER.,20wpm,260203_20WPM.mp3,4.2
data\augmented\20wpm\260203_20WPM_026_aug00.wav,MDS TES,20wpm,260203_20WPM.mp3,1.9
data\augmented\20wpm\260203_20WPM_026_aug01.wav,MDS TES,20wpm,260203_20WPM.mp3,16.9
data\augmented\20wpm\260203_20WPM_027_aug00.wav,TING AT,20wpm,260203_20WPM.mp3,1.2
data\augmented\20wpm\260203_20WPM_027_aug01.wav,TING AT,20wpm,260203_20WPM.mp3,6.6
data\augmented\20wpm\260203_20WPM_028_aug00.wav,THE PICN,20wpm,260203_20WPM.mp3,12.9
data\augmented\20wpm\260203_20WPM_028_aug01.wav,THE PICN,20wpm,260203_20WPM.mp3,-1.9
data\augmented\20wpm\260203_20WPM_029_aug00.wav,IC AND,20wpm,260203_20WPM.mp3,8.1
data\augmented\20wpm\260203_20WPM_029_aug01.wav,IC AND,20wpm,260203_20WPM.mp3,16.9
data\augmented\20wpm\260203_20WPM_030_aug00.wav,SWITCHIN,20wpm,260203_20WPM.mp3,15.9
data\augmented\20wpm\260203_20WPM_030_aug01.wav,SWITCHIN,20wpm,260203_20WPM.mp3,4.3
data\augmented\20wpm\260203_20WPM_031_aug00.wav,G BACK A,20wpm,260203_20WPM.mp3,-1.9
data\augmented\20wpm\260203_20WPM_031_aug01.wav,G BACK A,20wpm,260203_20WPM.mp3,13.0
data\augmented\20wpm\260203_20WPM_032_aug00.wav,ND FORTH,20wpm,260203_20WPM.mp3,-1.0
data\augmented\20wpm\260203_20WPM_032_aug01.wav,ND FORTH,20wpm,260203_20WPM.mp3,5.4
data\augmented\20wpm\260203_20WPM_033_aug00.wav,SHOWED,20wpm,260203_20WPM.mp3,13.1
data\augmented\20wpm\260203_20WPM_033_aug01.wav,SHOWED,20wpm,260203_20WPM.mp3,15.4
data\augmented\20wpm\260203_20WPM_034_aug00.wav,THAT THE,20wpm,260203_20WPM.mp3,16.7
data\augmented\20wpm\260203_20WPM_034_aug01.wav,THAT THE,20wpm,260203_20WPM.mp3,2.2
data\augmented\20wpm\260203_20WPM_035_aug00.wav,MDS WIT,20wpm,260203_20WPM.mp3,7.9
data\augmented\20wpm\260203_20WPM_035_aug01.wav,MDS WIT,20wpm,260203_20WPM.mp3,6.9
data\augmented\20wpm\260203_20WPM_036_aug00.wav,H THE SY,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_036_aug01.wav,H THE SY,20wpm,260203_20WPM.mp3,8.7
data\augmented\20wpm\260203_20WPM_037_aug00.wav,NTHESIZ,20wpm,260203_20WPM.mp3,-0.5
data\augmented\20wpm\260203_20WPM_037_aug01.wav,NTHESIZ,20wpm,260203_20WPM.mp3,9.8
data\augmented\20wpm\260203_20WPM_038_aug00.wav,ER WAS 2,20wpm,260203_20WPM.mp3,17.7
data\augmented\20wpm\260203_20WPM_038_aug01.wav,ER WAS 2,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_039_aug00.wav,DB LESS,20wpm,260203_20WPM.mp3,-1.4
data\augmented\20wpm\260203_20WPM_039_aug01.wav,DB LESS,20wpm,260203_20WPM.mp3,2.6
data\augmented\20wpm\260203_20WPM_040_aug00.wav,SENSITI,20wpm,260203_20WPM.mp3,2.7
data\augmented\20wpm\260203_20WPM_040_aug01.wav,SENSITI,20wpm,260203_20WPM.mp3,5.9
data\augmented\20wpm\260203_20WPM_041_aug00.wav,VE THAN,20wpm,260203_20WPM.mp3,0.0
data\augmented\20wpm\260203_20WPM_041_aug01.wav,VE THAN,20wpm,260203_20WPM.mp3,5.8
data\augmented\20wpm\260203_20WPM_042_aug00.wav,WITH THE,20wpm,260203_20WPM.mp3,2.2
data\augmented\20wpm\260203_20WPM_042_aug01.wav,WITH THE,20wpm,260203_20WPM.mp3,14.8
data\augmented\20wpm\260203_20WPM_043_aug00.wav,CRYSTAL,20wpm,260203_20WPM.mp3,12.2
data\augmented\20wpm\260203_20WPM_043_aug01.wav,CRYSTAL,20wpm,260203_20WPM.mp3,0.4
data\augmented\20wpm\260203_20WPM_044_aug00.wav,OSCILLA,20wpm,260203_20WPM.mp3,19.0
data\augmented\20wpm\260203_20WPM_044_aug01.wav,OSCILLA,20wpm,260203_20WPM.mp3,12.3
data\augmented\20wpm\260203_20WPM_045_aug00.wav,TOR. LA,20wpm,260203_20WPM.mp3,0.5
data\augmented\20wpm\260203_20WPM_045_aug01.wav,TOR. LA,20wpm,260203_20WPM.mp3,1.1
data\augmented\20wpm\260203_20WPM_046_aug00.wav,"TER, I S",20wpm,260203_20WPM.mp3,12.6
data\augmented\20wpm\260203_20WPM_046_aug01.wav,"TER, I S",20wpm,260203_20WPM.mp3,11.5
data\augmented\20wpm\260203_20WPM_047_aug00.wav,ET UP A,20wpm,260203_20WPM.mp3,4.7
data\augmented\20wpm\260203_20WPM_047_aug01.wav,ET UP A,20wpm,260203_20WPM.mp3,-1.3
data\augmented\20wpm\260203_20WPM_048_aug00.wav,TEST RAN,20wpm,260203_20WPM.mp3,19.4
data\augmented\20wpm\260203_20WPM_048_aug01.wav,TEST RAN,20wpm,260203_20WPM.mp3,16.0
data\augmented\20wpm\260203_20WPM_049_aug00.wav,GE AT HO,20wpm,260203_20WPM.mp3,13.9
data\augmented\20wpm\260203_20WPM_049_aug01.wav,GE AT HO,20wpm,260203_20WPM.mp3,1.3
data\augmented\20wpm\260203_20WPM_050_aug00.wav,ME AND G,20wpm,260203_20WPM.mp3,8.0
data\augmented\20wpm\260203_20WPM_050_aug01.wav,ME AND G,20wpm,260203_20WPM.mp3,1.4
data\augmented\20wpm\260203_20WPM_051_aug00.wav,OT THE S,20wpm,260203_20WPM.mp3,4.3
data\augmented\20wpm\260203_20WPM_051_aug01.wav,OT THE S,20wpm,260203_20WPM.mp3,10.5
data\augmented\20wpm\260203_20WPM_052_aug00.wav,AME RESU,20wpm,260203_20WPM.mp3,5.4
data\augmented\20wpm\260203_20WPM_052_aug01.wav,AME RESU,20wpm,260203_20WPM.mp3,16.4
data\augmented\20wpm\260203_20WPM_053_aug00.wav,LT TO S,20wpm,260203_20WPM.mp3,15.4
data\augmented\20wpm\260203_20WPM_053_aug01.wav,LT TO S,20wpm,260203_20WPM.mp3,-0.3
data\augmented\20wpm\260203_20WPM_054_aug00.wav,HOW THAT,20wpm,260203_20WPM.mp3,-2.6
data\augmented\20wpm\260203_20WPM_054_aug01.wav,HOW THAT,20wpm,260203_20WPM.mp3,-2.5
data\augmented\20wpm\260203_20WPM_055_aug00.wav,THE EXP,20wpm,260203_20WPM.mp3,19.1
data\augmented\20wpm\260203_20WPM_055_aug01.wav,THE EXP,20wpm,260203_20WPM.mp3,-2.5
data\augmented\20wpm\260203_20WPM_056_aug00.wav,ERIMENT,20wpm,260203_20WPM.mp3,7.2
data\augmented\20wpm\260203_20WPM_056_aug01.wav,ERIMENT,20wpm,260203_20WPM.mp3,12.8
data\augmented\20wpm\260203_20WPM_057_aug00.wav,COULD BE,20wpm,260203_20WPM.mp3,15.7
data\augmented\20wpm\260203_20WPM_057_aug01.wav,COULD BE,20wpm,260203_20WPM.mp3,4.2
data\augmented\20wpm\260203_20WPM_058_aug00.wav,REPLICA,20wpm,260203_20WPM.mp3,15.8
data\augmented\20wpm\260203_20WPM_058_aug01.wav,REPLICA,20wpm,260203_20WPM.mp3,1.2
data\augmented\20wpm\260203_20WPM_059_aug00.wav,TED. SYN,20wpm,260203_20WPM.mp3,3.3
data\augmented\20wpm\260203_20WPM_059_aug01.wav,TED. SYN,20wpm,260203_20WPM.mp3,1.8
data\augmented\20wpm\260203_20WPM_060_aug00.wav,THESIZER,20wpm,260203_20WPM.mp3,13.4
data\augmented\20wpm\260203_20WPM_060_aug01.wav,THESIZER,20wpm,260203_20WPM.mp3,4.2
data\augmented\20wpm\260203_20WPM_061_aug00.wav,PHASE N,20wpm,260203_20WPM.mp3,19.8
data\augmented\20wpm\260203_20WPM_061_aug01.wav,PHASE N,20wpm,260203_20WPM.mp3,-0.7
data\augmented\20wpm\260203_20WPM_062_aug00.wav,OISE. T,20wpm,260203_20WPM.mp3,10.0
data\augmented\20wpm\260203_20WPM_062_aug01.wav,OISE. T,20wpm,260203_20WPM.mp3,-2.7
data\augmented\20wpm\260203_20WPM_063_aug00.wav,HE A32 F,20wpm,260203_20WPM.mp3,10.9
data\augmented\20wpm\260203_20WPM_063_aug01.wav,HE A32 F,20wpm,260203_20WPM.mp3,4.0
data\augmented\20wpm\260203_20WPM_064_aug00.wav,REQUENCY,20wpm,260203_20WPM.mp3,6.0
data\augmented\20wpm\260203_20WPM_064_aug01.wav,REQUENCY,20wpm,260203_20WPM.mp3,1.3
data\augmented\20wpm\260203_20WPM_065_aug00.wav,SYNTHES,20wpm,260203_20WPM.mp3,0.4
data\augmented\20wpm\260203_20WPM_065_aug01.wav,SYNTHES,20wpm,260203_20WPM.mp3,19.5
data\augmented\20wpm\260203_20WPM_066_aug00.wav,IZER LO,20wpm,260203_20WPM.mp3,6.2
data\augmented\20wpm\260203_20WPM_066_aug01.wav,IZER LO,20wpm,260203_20WPM.mp3,6.8
data\augmented\20wpm\260203_20WPM_067_aug00.wav,USED IN,20wpm,260203_20WPM.mp3,10.1
data\augmented\20wpm\260203_20WPM_067_aug01.wav,USED IN,20wpm,260203_20WPM.mp3,10.1
data\augmented\20wpm\260203_20WPM_068_aug00.wav,THE MDS,20wpm,260203_20WPM.mp3,7.6
data\augmented\20wpm\260203_20WPM_068_aug01.wav,THE MDS,20wpm,260203_20WPM.mp3,9.6
data\augmented\20wpm\260203_20WPM_069_aug00.wav,TESTS WA,20wpm,260203_20WPM.mp3,5.7
data\augmented\20wpm\260203_20WPM_069_aug01.wav,TESTS WA,20wpm,260203_20WPM.mp3,13.0
data\augmented\20wpm\260203_20WPM_070_aug00.wav,S ONE O,20wpm,260203_20WPM.mp3,10.8
data\augmented\20wpm\260203_20WPM_070_aug01.wav,S ONE O,20wpm,260203_20WPM.mp3,13.1
data\augmented\20wpm\260203_20WPM_071_aug00.wav,F THE FI,20wpm,260203_20WPM.mp3,4.5
data\augmented\20wpm\260203_20WPM_071_aug01.wav,F THE FI,20wpm,260203_20WPM.mp3,-0.9
data\augmented\20wpm\260203_20WPM_072_aug00.wav,RST MADE,20wpm,260203_20WPM.mp3,8.7
data\augmented\20wpm\260203_20WPM_072_aug01.wav,RST MADE,20wpm,260203_20WPM.mp3,18.8
data\augmented\20wpm\260203_20WPM_073_aug00.wav,SPECIFI,20wpm,260203_20WPM.mp3,17.4
data\augmented\20wpm\260203_20WPM_073_aug01.wav,SPECIFI,20wpm,260203_20WPM.mp3,12.8
data\augmented\20wpm\260203_20WPM_074_aug00.wav,CALLY FO,20wpm,260203_20WPM.mp3,14.3
data\augmented\20wpm\260203_20WPM_074_aug01.wav,CALLY FO,20wpm,260203_20WPM.mp3,-1.7
data\augmented\20wpm\260203_20WPM_075_aug00.wav,R HAMS.,20wpm,260203_20WPM.mp3,19.2
data\augmented\20wpm\260203_20WPM_075_aug01.wav,R HAMS.,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_076_aug00.wav,A FEW NE,20wpm,260203_20WPM.mp3,2.9
data\augmented\20wpm\260203_20WPM_076_aug01.wav,A FEW NE,20wpm,260203_20WPM.mp3,8.4
data\augmented\20wpm\260203_20WPM_077_aug00.wav,W TYPES,20wpm,260203_20WPM.mp3,18.4
data\augmented\20wpm\260203_20WPM_077_aug01.wav,W TYPES,20wpm,260203_20WPM.mp3,15.7
data\augmented\20wpm\260203_20WPM_078_aug00.wav,HAVE BE,20wpm,260203_20WPM.mp3,13.4
data\augmented\20wpm\260203_20WPM_078_aug01.wav,HAVE BE,20wpm,260203_20WPM.mp3,0.1
data\augmented\20wpm\260203_20WPM_079_aug00.wav,COME AVA,20wpm,260203_20WPM.mp3,13.9
data\augmented\20wpm\260203_20WPM_079_aug01.wav,COME AVA,20wpm,260203_20WPM.mp3,6.7
data\augmented\20wpm\260203_20WPM_080_aug00.wav,"ILABLE,",20wpm,260203_20WPM.mp3,11.0
data\augmented\20wpm\260203_20WPM_080_aug01.wav,"ILABLE,",20wpm,260203_20WPM.mp3,12.1
data\augmented\20wpm\260203_20WPM_081_aug00.wav,SOME SPE,20wpm,260203_20WPM.mp3,12.7
data\augmented\20wpm\260203_20WPM_081_aug01.wav,SOME SPE,20wpm,260203_20WPM.mp3,0.5
data\augmented\20wpm\260203_20WPM_082_aug00.wav,CIFICALL,20wpm,260203_20WPM.mp3,18.6
data\augmented\20wpm\260203_20WPM_082_aug01.wav,CIFICALL,20wpm,260203_20WPM.mp3,3.5
data\augmented\20wpm\260203_20WPM_083_aug00.wav,Y FOR LO,20wpm,260203_20WPM.mp3,18.9
data\augmented\20wpm\260203_20WPM_083_aug01.wav,Y FOR LO,20wpm,260203_20WPM.mp3,-1.5
data\augmented\20wpm\260203_20WPM_084_aug00.wav,"USE, OT",20wpm,260203_20WPM.mp3,12.0
data\augmented\20wpm\260203_20WPM_084_aug01.wav,"USE, OT",20wpm,260203_20WPM.mp3,14.7
data\augmented\20wpm\260203_20WPM_085_aug00.wav,HERS FOR,20wpm,260203_20WPM.mp3,5.3
data\augmented\20wpm\260203_20WPM_085_aug01.wav,HERS FOR,20wpm,260203_20WPM.mp3,14.3
data\augmented\20wpm\260203_20WPM_086_aug00.wav,GENERAL,20wpm,260203_20WPM.mp3,10.3
data\augmented\20wpm\260203_20WPM_086_aug01.wav,GENERAL,20wpm,260203_20WPM.mp3,18.6
data\augmented\20wpm\260203_20WPM_087_aug00.wav,PURPOS,20wpm,260203_20WPM.mp3,18.6
data\augmented\20wpm\260203_20WPM_087_aug01.wav,PURPOS,20wpm,260203_20WPM.mp3,12.0
data\augmented\20wpm\260203_20WPM_088_aug00.wav,ES WITH,20wpm,260203_20WPM.mp3,20.0
data\augmented\20wpm\260203_20WPM_088_aug01.wav,ES WITH,20wpm,260203_20WPM.mp3,16.6
data\augmented\20wpm\260203_20WPM_089_aug00.wav,PUSHBUTT,20wpm,260203_20WPM.mp3,15.0
data\augmented\20wpm\260203_20WPM_089_aug01.wav,PUSHBUTT,20wpm,260203_20WPM.mp3,13.2
data\augmented\20wpm\260203_20WPM_090_aug00.wav,ON OR CO,20wpm,260203_20WPM.mp3,7.3
data\augmented\20wpm\260203_20WPM_090_aug01.wav,ON OR CO,20wpm,260203_20WPM.mp3,19.8
data\augmented\20wpm\260203_20WPM_091_aug00.wav,MPUTER F,20wpm,260203_20WPM.mp3,9.5
data\augmented\20wpm\260203_20WPM_091_aug01.wav,MPUTER F,20wpm,260203_20WPM.mp3,17.7
data\augmented\20wpm\260203_20WPM_092_aug00.wav,REQUENCY,20wpm,260203_20WPM.mp3,4.5
data\augmented\20wpm\260203_20WPM_092_aug01.wav,REQUENCY,20wpm,260203_20WPM.mp3,1.9
data\augmented\20wpm\260203_20WPM_093_aug00.wav,SELECTI,20wpm,260203_20WPM.mp3,2.7
data\augmented\20wpm\260203_20WPM_093_aug01.wav,SELECTI,20wpm,260203_20WPM.mp3,10.9
data\augmented\20wpm\260203_20WPM_094_aug00.wav,ON. I ME,20wpm,260203_20WPM.mp3,6.9
data\augmented\20wpm\260203_20WPM_094_aug01.wav,ON. I ME,20wpm,260203_20WPM.mp3,3.6
data\augmented\20wpm\260203_20WPM_095_aug00.wav,ASURED,20wpm,260203_20WPM.mp3,15.1
data\augmented\20wpm\260203_20WPM_095_aug01.wav,ASURED,20wpm,260203_20WPM.mp3,16.9
data\augmented\20wpm\260203_20WPM_096_aug00.wav,PHASE NO,20wpm,260203_20WPM.mp3,14.7
data\augmented\20wpm\260203_20WPM_096_aug01.wav,PHASE NO,20wpm,260203_20WPM.mp3,-2.9
data\augmented\20wpm\260203_20WPM_097_aug00.wav,ISE CLOS,20wpm,260203_20WPM.mp3,7.5
data\augmented\20wpm\260203_20WPM_097_aug01.wav,ISE CLOS,20wpm,260203_20WPM.mp3,14.6
data\augmented\20wpm\260203_20WPM_098_aug00.wav,E TO THE,20wpm,260203_20WPM.mp3,7.6
data\augmented\20wpm\260203_20WPM_098_aug01.wav,E TO THE,20wpm,260203_20WPM.mp3,13.2
data\augmented\20wpm\260203_20WPM_099_aug00.wav,LO CARR,20wpm,260203_20WPM.mp3,-2.0
data\augmented\20wpm\260203_20WPM_099_aug01.wav,LO CARR,20wpm,260203_20WPM.mp3,-1.1
data\augmented\20wpm\260203_20WPM_100_aug00.wav,"IER, WHE",20wpm,260203_20WPM.mp3,-2.8
data\augmented\20wpm\260203_20WPM_100_aug01.wav,"IER, WHE",20wpm,260203_20WPM.mp3,16.6
data\augmented\20wpm\260203_20WPM_101_aug00.wav,RE IT HA,20wpm,260203_20WPM.mp3,8.2
data\augmented\20wpm\260203_20WPM_101_aug01.wav,RE IT HA,20wpm,260203_20WPM.mp3,10.2
data\augmented\20wpm\260203_20WPM_102_aug00.wav,S THE GR,20wpm,260203_20WPM.mp3,6.8
data\augmented\20wpm\260203_20WPM_102_aug01.wav,S THE GR,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_103_aug00.wav,EATEST,20wpm,260203_20WPM.mp3,14.8
data\augmented\20wpm\260203_20WPM_103_aug01.wav,EATEST,20wpm,260203_20WPM.mp3,16.9
data\augmented\20wpm\260203_20WPM_104_aug00.wav,EFFECT O,20wpm,260203_20WPM.mp3,8.2
data\augmented\20wpm\260203_20WPM_104_aug01.wav,EFFECT O,20wpm,260203_20WPM.mp3,12.7
data\augmented\20wpm\260203_20WPM_105_aug00.wav,N MDS US,20wpm,260203_20WPM.mp3,8.7
data\augmented\20wpm\260203_20WPM_105_aug01.wav,N MDS US,20wpm,260203_20WPM.mp3,5.6
data\augmented\20wpm\260203_20WPM_106_aug00.wav,ING SOPH,20wpm,260203_20WPM.mp3,-0.9
data\augmented\20wpm\260203_20WPM_106_aug01.wav,ING SOPH,20wpm,260203_20WPM.mp3,15.5
data\augmented\20wpm\260203_20WPM_107_aug00.wav,ISTICATE,20wpm,260203_20WPM.mp3,17.8
data\augmented\20wpm\260203_20WPM_107_aug01.wav,ISTICATE,20wpm,260203_20WPM.mp3,14.2
data\augmented\20wpm\260203_20WPM_108_aug00.wav,D = END,20wpm,260203_20WPM.mp3,16.3
data\augmented\20wpm\260203_20WPM_108_aug01.wav,D = END,20wpm,260203_20WPM.mp3,13.9
data\augmented\20wpm\260203_20WPM_109_aug00.wav,OF 20 WP,20wpm,260203_20WPM.mp3,-1.8
data\augmented\20wpm\260203_20WPM_109_aug01.wav,OF 20 WP,20wpm,260203_20WPM.mp3,0.6
data\augmented\20wpm\260203_20WPM_110_aug00.wav,M TEXT =,20wpm,260203_20WPM.mp3,3.7
data\augmented\20wpm\260203_20WPM_110_aug01.wav,M TEXT =,20wpm,260203_20WPM.mp3,-1.6
data\augmented\20wpm\260203_20WPM_111_aug00.wav,QST DE,20wpm,260203_20WPM.mp3,8.1
data\augmented\20wpm\260203_20WPM_111_aug01.wav,QST DE,20wpm,260203_20WPM.mp3,12.1
data\augmented\20wpm\260203_20WPM_112_aug00.wav,W1AW <,20wpm,260203_20WPM.mp3,1.9
data\augmented\20wpm\260203_20WPM_112_aug01.wav,W1AW <,20wpm,260203_20WPM.mp3,2.4
data\augmented\5wpm\260107_05WPM_000_aug00.wav,=,5wpm,260107_05WPM.mp3,5.8
data\augmented\5wpm\260107_05WPM_000_aug01.wav,=,5wpm,260107_05WPM.mp3,2.1
data\augmented\5wpm\260107_05WPM_001_aug00.wav,NO,5wpm,260107_05WPM.mp3,19.8
data\augmented\5wpm\260107_05WPM_001_aug01.wav,NO,5wpm,260107_05WPM.mp3,14.1
data\augmented\5wpm\260107_05WPM_002_aug00.wav,W,5wpm,260107_05WPM.mp3,5.8
data\augmented\5wpm\260107_05WPM_002_aug01.wav,W,5wpm,260107_05WPM.mp3,3.3
data\augmented\5wpm\260107_05WPM_003_aug00.wav,5,5wpm,260107_05WPM.mp3,6.8
data\augmented\5wpm\260107_05WPM_003_aug01.wav,5,5wpm,260107_05WPM.mp3,3.0
data\augmented\5wpm\260107_05WPM_004_aug00.wav,WP,5wpm,260107_05WPM.mp3,5.2
data\augmented\5wpm\260107_05WPM_004_aug01.wav,WP,5wpm,260107_05WPM.mp3,4.2
data\augmented\5wpm\260107_05WPM_005_aug00.wav,M,5wpm,260107_05WPM.mp3,18.8
data\augmented\5wpm\260107_05WPM_005_aug01.wav,M,5wpm,260107_05WPM.mp3,7.6
data\augmented\5wpm\260107_05WPM_006_aug00.wav,=,5wpm,260107_05WPM.mp3,2.2
data\augmented\5wpm\260107_05WPM_006_aug01.wav,=,5wpm,260107_05WPM.mp3,18.7
data\augmented\5wpm\260107_05WPM_007_aug00.wav,TE,5wpm,260107_05WPM.mp3,8.8
data\augmented\5wpm\260107_05WPM_007_aug01.wav,TE,5wpm,260107_05WPM.mp3,5.9
data\augmented\5wpm\260107_05WPM_008_aug00.wav,X,5wpm,260107_05WPM.mp3,10.8
data\augmented\5wpm\260107_05WPM_008_aug01.wav,X,5wpm,260107_05WPM.mp3,19.0
data\augmented\5wpm\260107_05WPM_009_aug00.wav,T,5wpm,260107_05WPM.mp3,-0.3
data\augmented\5wpm\260107_05WPM_009_aug01.wav,T,5wpm,260107_05WPM.mp3,3.8
data\augmented\5wpm\260107_05WPM_010_aug00.wav,IS,5wpm,260107_05WPM.mp3,18.2
data\augmented\5wpm\260107_05WPM_010_aug01.wav,IS,5wpm,260107_05WPM.mp3,11.3
data\augmented\5wpm\260107_05WPM_011_aug00.wav,F,5wpm,260107_05WPM.mp3,-1.2
data\augmented\5wpm\260107_05WPM_011_aug01.wav,F,5wpm,260107_05WPM.mp3,3.3
data\augmented\5wpm\260107_05WPM_012_aug00.wav,RO,5wpm,260107_05WPM.mp3,5.9
data\augmented\5wpm\260107_05WPM_012_aug01.wav,RO,5wpm,260107_05WPM.mp3,-0.4
data\augmented\5wpm\260107_05WPM_013_aug00.wav,M,5wpm,260107_05WPM.mp3,-0.4
data\augmented\5wpm\260107_05WPM_013_aug01.wav,M,5wpm,260107_05WPM.mp3,1.8
data\augmented\5wpm\260107_05WPM_014_aug00.wav,MA,5wpm,260107_05WPM.mp3,11.3
data\augmented\5wpm\260107_05WPM_014_aug01.wav,MA,5wpm,260107_05WPM.mp3,9.7
data\augmented\5wpm\260107_05WPM_015_aug00.wav,RC,5wpm,260107_05WPM.mp3,0.1
data\augmented\5wpm\260107_05WPM_015_aug01.wav,RC,5wpm,260107_05WPM.mp3,3.4
data\augmented\5wpm\260107_05WPM_016_aug00.wav,H,5wpm,260107_05WPM.mp3,8.7
data\augmented\5wpm\260107_05WPM_016_aug01.wav,H,5wpm,260107_05WPM.mp3,8.6
data\augmented\5wpm\260107_05WPM_017_aug00.wav,20,5wpm,260107_05WPM.mp3,14.0
data\augmented\5wpm\260107_05WPM_017_aug01.wav,20,5wpm,260107_05WPM.mp3,5.8
data\augmented\5wpm\260107_05WPM_018_aug00.wav,24,5wpm,260107_05WPM.mp3,1.5
data\augmented\5wpm\260107_05WPM_018_aug01.wav,24,5wpm,260107_05WPM.mp3,1.6
data\augmented\5wpm\260107_05WPM_019_aug00.wav,Q,5wpm,260107_05WPM.mp3,20.0
data\augmented\5wpm\260107_05WPM_019_aug01.wav,Q,5wpm,260107_05WPM.mp3,17.4
data\augmented\5wpm\260107_05WPM_020_aug00.wav,ST,5wpm,260107_05WPM.mp3,7.4
data\augmented\5wpm\260107_05WPM_020_aug01.wav,ST,5wpm,260107_05WPM.mp3,2.1
